payment_id,strategy,action,amount,true_recovery_probability,expected_gross_revenue,expected_net_revenue,intervention_cost,incentive_cost
3226,BASELINE,WHATSAPP,3168.03,0.641835,2033.3525350500004,2032.5525350500004,0.8,0.0
17562,BASELINE,PAYMENT_LINK,3153.11,0.54308,1712.3909788,1711.8909788,0.5,0.0
31380,BASELINE,WHATSAPP,1511.0,0.7251000000000001,1095.6261000000002,1094.8261000000002,0.8,0.0
10032,BASELINE,PAYMENT_LINK,1417.42,0.62318,883.3077956,882.8077956,0.5,0.0
32342,BASELINE,PAYMENT_LINK,6659.9,0.5704400000000001,3799.0733560000003,3798.5733560000003,0.5,0.0
7047,BASELINE,DO_NOTHING,4197.17,0.08666,363.7267522,363.7267522,0.0,0.0
48934,BASELINE,DO_NOTHING,5552.67,0.10333999999999999,573.8129177999999,573.8129177999999,0.0,0.0
18154,BASELINE,RETRY_LATER,4365.73,0.2933,1280.4686089999998,1280.1686089999998,0.3,0.0
49064,BASELINE,PAYMENT_LINK,2790.98,0.54298,1515.4463204,1514.9463204,0.5,0.0
48979,BASELINE,RETRY_LATER,876.06,0.6331400000000003,554.6686284000002,554.3686284000003,0.3,0.0
25746,BASELINE,DO_NOTHING,558.84,0.21999999999999997,122.94479999999999,122.94479999999999,0.0,0.0
16421,BASELINE,DO_NOTHING,517.01,0.10333999999999999,53.42781339999999,53.42781339999999,0.0,0.0
36272,BASELINE,RETRY_LATER,2642.15,0.5163000000000001,1364.1420450000003,1363.8420450000003,0.3,0.0
7821,BASELINE,RETRY_LATER,1624.92,0.47698,775.0543416,774.7543416000001,0.3,0.0
12470,BASELINE,WHATSAPP,205.52,0.74444,152.9973088,152.1973088,0.8,0.0
8079,BASELINE,RETRY_LATER,2921.68,0.74684,2182.0274911999995,2181.7274911999993,0.3,0.0
25176,BASELINE,RETRY_LATER,1410.97,0.62204,877.6797788000001,877.3797788000002,0.3,0.0
30094,BASELINE,RETRY_LATER,1534.77,0.19166,294.1540182,293.8540182,0.3,0.0
9833,BASELINE,RETRY_LATER,1730.83,0.46256,800.6127248,800.3127248000001,0.3,0.0
12040,BASELINE,DO_NOTHING,1267.61,0.26999999999999996,342.2546999999999,342.2546999999999,0.0,0.0
37157,BASELINE,DO_NOTHING,561.07,0.22000000000000003,123.43540000000003,123.43540000000003,0.0,0.0
14547,BASELINE,PAYMENT_LINK,17567.57,0.60024,10544.758216799999,10544.258216799999,0.5,0.0
42507,BASELINE,RETRY_LATER,3909.4,0.6309600000000002,2466.6750240000006,2466.3750240000004,0.3,0.0
12178,BASELINE,RETRY_LATER,4235.34,0.20066,849.8633244,849.5633244,0.3,0.0
25461,BASELINE,DO_NOTHING,1405.46,0.32,449.7472,449.7472,0.0,0.0
20063,BASELINE,RETRY_LATER,567.38,0.80644,457.5579272,457.2579272,0.3,0.0
23811,BASELINE,RETRY_LATER,1182.38,0.25414000000000003,300.4900532000001,300.1900532000001,0.3,0.0
26280,BASELINE,WHATSAPP,1584.66,0.69964,1108.6915224000002,1107.8915224000002,0.8,0.0
28505,BASELINE,DO_NOTHING,3909.01,0.21999999999999997,859.9821999999999,859.9821999999999,0.0,0.0
45372,BASELINE,PAYMENT_LINK,891.58,0.43938,391.7424204,391.2424204,0.5,0.0
29867,BASELINE,WHATSAPP,640.21,0.7345500000000001,470.2662555000001,469.4662555000001,0.8,0.0
27839,BASELINE,RETRY_LATER,903.08,0.7286800000000001,658.0563344000001,657.7563344000001,0.3,0.0
41759,BASELINE,RETRY_LATER,1422.17,0.4185,595.178145,594.878145,0.3,0.0
718,BASELINE,RETRY_LATER,635.06,0.66542,422.58162519999996,422.28162519999995,0.3,0.0
35994,BASELINE,WHATSAPP,1821.18,0.7222000000000002,1315.2561960000003,1314.4561960000003,0.8,0.0
6195,BASELINE,RETRY_LATER,1727.51,0.8195,1415.694445,1415.3944450000001,0.3,0.0
34589,BASELINE,WHATSAPP,1035.7,0.7509750000000001,777.7848075,776.9848075000001,0.8,0.0
2548,BASELINE,RETRY_LATER,3378.8,0.39312,1328.2738560000003,1327.9738560000003,0.3,0.0
35552,BASELINE,RETRY_LATER,1608.01,0.74156,1192.4358956,1192.1358956000001,0.3,0.0
15529,BASELINE,RETRY_LATER,1597.49,0.5918,945.394582,945.0945820000001,0.3,0.0
16956,BASELINE,WHATSAPP,2323.11,0.5494500000000001,1276.4327895000004,1275.6327895000004,0.8,0.0
21398,BASELINE,RETRY_LATER,3112.9,0.37806,1176.8629740000001,1176.5629740000002,0.3,0.0
48793,BASELINE,RETRY_LATER,474.63,0.35952,170.6389776,170.3389776,0.3,0.0
6506,BASELINE,RETRY_LATER,1800.99,0.6701600000000001,1206.9514584,1206.6514584000001,0.3,0.0
21659,BASELINE,RETRY_LATER,1404.34,0.75498,1060.2486132,1059.9486132,0.3,0.0
25472,BASELINE,WHATSAPP,6316.8,0.6195600000000001,3913.6366080000007,3912.8366080000005,0.8,0.0
24337,BASELINE,RETRY_LATER,4504.53,0.5831400000000001,2626.7716242,2626.4716242,0.3,0.0
46493,BASELINE,RETRY_LATER,720.03,0.9022600000000001,649.6542678000001,649.3542678000001,0.3,0.0
7061,BASELINE,RETRY_LATER,1008.94,0.63478,640.4549332,640.1549332000001,0.3,0.0
18192,BASELINE,DO_NOTHING,490.03,0.21999999999999997,107.80659999999997,107.80659999999997,0.0,0.0
48774,BASELINE,RETRY_LATER,1358.96,0.7544200000000001,1025.2266032000002,1024.9266032000003,0.3,0.0
44817,BASELINE,RETRY_LATER,756.32,0.72316,546.9403712000001,546.6403712000001,0.3,0.0
888,BASELINE,PAYMENT_LINK,2651.41,0.48729999999999996,1292.0320929999998,1291.5320929999998,0.5,0.0
4121,BASELINE,RETRY_LATER,3078.71,0.8532400000000001,2626.8785204000005,2626.5785204000003,0.3,0.0
34766,BASELINE,DO_NOTHING,7593.98,0.15999999999999998,1215.0367999999999,1215.0367999999999,0.0,0.0
37571,BASELINE,DO_NOTHING,4186.49,0.37000000000000005,1549.0013000000001,1549.0013000000001,0.0,0.0
43888,BASELINE,RETRY_LATER,1416.21,0.41150000000000003,582.7704150000001,582.4704150000001,0.3,0.0
2963,BASELINE,RETRY_LATER,8449.34,0.44024,3719.7374416000002,3719.4374416,0.3,0.0
15729,BASELINE,WHATSAPP,7007.6,0.66834,4683.459384000001,4682.6593840000005,0.8,0.0
10180,BASELINE,DO_NOTHING,2085.27,0.05999999999999997,125.11619999999994,125.11619999999994,0.0,0.0
44319,BASELINE,PAYMENT_LINK,1446.75,0.373,539.63775,539.13775,0.5,0.0
22695,BASELINE,WHATSAPP,1125.18,0.6611000000000001,743.8564980000002,743.0564980000003,0.8,0.0
30502,BASELINE,RETRY_LATER,3705.02,0.7401800000000001,2742.3817036,2742.0817036,0.3,0.0
787,BASELINE,PAYMENT_LINK,2602.67,0.5863,1525.9454210000001,1525.4454210000001,0.5,0.0
12443,BASELINE,WHATSAPP,694.05,0.73475,509.9532375,509.1532375,0.8,0.0
23842,BASELINE,DO_NOTHING,1884.76,0.32,603.1232,603.1232,0.0,0.0
16484,BASELINE,RETRY_LATER,1374.76,0.7001000000000002,962.4694760000002,962.1694760000003,0.3,0.0
29096,BASELINE,RETRY_LATER,722.66,0.6878000000000001,497.04554800000005,496.74554800000004,0.3,0.0
33687,BASELINE,DO_NOTHING,773.79,0.06,46.4274,46.4274,0.0,0.0
42129,BASELINE,RETRY_LATER,945.13,0.41564,392.8338332,392.5338332,0.3,0.0
991,BASELINE,RETRY_LATER,2917.64,0.38062,1110.5121368,1110.2121368,0.3,0.0
17206,BASELINE,DO_NOTHING,1171.16,0.32,374.7712,374.7712,0.0,0.0
22873,BASELINE,RETRY_LATER,4115.61,0.73048,3006.3707928,3006.0707927999997,0.3,0.0
41007,BASELINE,DO_NOTHING,1078.96,0.22000000000000003,237.37120000000004,237.37120000000004,0.0,0.0
33382,BASELINE,RETRY_LATER,1540.37,0.40864,629.4567968,629.1567968,0.3,0.0
38796,BASELINE,RETRY_LATER,6433.85,0.18108000000000002,1165.0415580000001,1164.7415580000002,0.3,0.0
30072,BASELINE,WHATSAPP,409.51,0.5577650000000001,228.41034515,227.61034515,0.8,0.0
49025,BASELINE,RETRY_LATER,1247.29,0.56766,708.0366414,707.7366414,0.3,0.0
3241,BASELINE,RETRY_LATER,8414.06,0.81704,6874.6235824,6874.323582399999,0.3,0.0
5625,BASELINE,WHATSAPP,861.43,0.6548250000000001,564.0858997500001,563.2858997500001,0.8,0.0
26720,BASELINE,WHATSAPP,1198.5,0.8110250000000001,972.0134625000002,971.2134625000002,0.8,0.0
2217,BASELINE,RETRY_LATER,20219.48,0.5222,10558.612455999999,10558.312456,0.3,0.0
12172,BASELINE,RETRY_LATER,540.7,0.53878,291.318346,291.018346,0.3,0.0
28057,BASELINE,RETRY_LATER,4416.04,0.74168,3275.2885472,3274.9885471999996,0.3,0.0
29714,BASELINE,WHATSAPP,18520.33,0.6031000000000001,11169.611023000003,11168.811023000004,0.8,0.0
40503,BASELINE,RETRY_LATER,2498.75,0.23402,584.757475,584.457475,0.3,0.0
4450,BASELINE,RETRY_LATER,510.02,0.3377,172.233754,171.933754,0.3,0.0
4001,BASELINE,PAYMENT_LINK,1650.02,0.53466,882.1996932000001,881.6996932000001,0.5,0.0
15292,BASELINE,RETRY_LATER,700.99,0.34340000000000004,240.71996600000003,240.41996600000002,0.3,0.0
30712,BASELINE,RETRY_LATER,1801.79,0.24731999999999998,445.61870279999994,445.3187027999999,0.3,0.0
45816,BASELINE,RETRY_LATER,5478.89,0.53006,2904.1404334,2903.8404333999997,0.3,0.0
25027,BASELINE,RETRY_LATER,1316.02,0.40666,535.1726932,534.8726932000001,0.3,0.0
562,BASELINE,RETRY_LATER,838.65,0.6307800000000001,529.0036470000001,528.7036470000002,0.3,0.0
37214,BASELINE,PAYMENT_LINK,2412.52,0.66742,1610.1640984,1609.6640984,0.5,0.0
22660,BASELINE,DO_NOTHING,1560.42,0.05,78.02100000000002,78.02100000000002,0.0,0.0
9917,BASELINE,PAYMENT_LINK,2114.25,0.57172,1208.75901,1208.25901,0.5,0.0
18263,BASELINE,PAYMENT_LINK,515.02,0.47263999999999995,243.41905279999997,242.91905279999997,0.5,0.0
20714,BASELINE,WHATSAPP,1717.42,0.6258500000000001,1074.8473070000002,1074.0473070000003,0.8,0.0
44676,BASELINE,RETRY_LATER,4585.44,0.7014,3216.2276159999997,3215.9276159999995,0.3,0.0
5751,BASELINE,RETRY_LATER,858.09,0.5934400000000001,509.2249296000001,508.9249296000001,0.3,0.0
10838,BASELINE,PAYMENT_LINK,1607.12,0.5715399999999999,918.5333647999998,918.0333647999998,0.5,0.0
41409,BASELINE,RETRY_LATER,1605.5,0.6475000000000002,1039.5612500000002,1039.2612500000002,0.3,0.0
37099,BASELINE,DO_NOTHING,1952.61,0.21999999999999997,429.5741999999999,429.5741999999999,0.0,0.0
11510,BASELINE,PAYMENT_LINK,967.11,0.4866,470.59572599999996,470.09572599999996,0.5,0.0
16210,BASELINE,RETRY_LATER,3506.86,0.54178,1899.9466108000001,1899.6466108000002,0.3,0.0
2082,BASELINE,RETRY_LATER,589.5,0.5952600000000001,350.9057700000001,350.60577000000006,0.3,0.0
6022,BASELINE,RETRY_LATER,1126.45,0.35964,405.11647800000003,404.816478,0.3,0.0
33414,BASELINE,RETRY_LATER,1614.84,0.50422,814.2346248,813.9346248,0.3,0.0
29251,BASELINE,RETRY_LATER,963.53,0.6992200000000002,673.7194466000002,673.4194466000002,0.3,0.0
11098,BASELINE,RETRY_LATER,956.21,0.39549999999999996,378.18105499999996,377.88105499999995,0.3,0.0
23454,BASELINE,WHATSAPP,282.5,0.7342500000000001,207.42562500000003,206.625625,0.8,0.0
5103,BASELINE,RETRY_LATER,2827.88,0.53124,1502.2829712000002,1501.9829712000003,0.3,0.0
28063,BASELINE,RETRY_LATER,657.38,0.6004200000000002,394.7040996000001,394.4040996000001,0.3,0.0
32065,BASELINE,RETRY_LATER,175.51,0.48846000000000006,85.7296146,85.42961460000001,0.3,0.0
48126,BASELINE,RETRY_LATER,566.49,0.9497200000000001,538.0068828000001,537.7068828000001,0.3,0.0
28369,BASELINE,RETRY_LATER,672.85,0.35466,238.632981,238.332981,0.3,0.0
42464,BASELINE,PAYMENT_LINK,1189.31,0.5876,698.8385559999999,698.3385559999999,0.5,0.0
46733,BASELINE,RETRY_LATER,6134.43,0.21828000000000003,1339.0233804000002,1338.7233804000002,0.3,0.0
13912,BASELINE,RETRY_LATER,2878.37,0.6590000000000001,1896.8458300000004,1896.5458300000005,0.3,0.0
46866,BASELINE,DO_NOTHING,4470.62,0.07,312.9434,312.9434,0.0,0.0
14464,BASELINE,WHATSAPP,2211.01,0.548975,1213.7892147500002,1212.9892147500002,0.8,0.0
15528,BASELINE,RETRY_LATER,1177.88,0.7001,824.633788,824.333788,0.3,0.0
47684,BASELINE,RETRY_LATER,2658.77,0.7146800000000001,1900.1697436000002,1899.8697436000002,0.3,0.0
33159,BASELINE,RETRY_LATER,1011.41,0.4757,481.127737,480.827737,0.3,0.0
8326,BASELINE,DO_NOTHING,1620.14,0.43666000000000005,707.4503324000001,707.4503324000001,0.0,0.0
28136,BASELINE,RETRY_LATER,237.91,0.25672,61.0762552,60.7762552,0.3,0.0
16705,BASELINE,WHATSAPP,1112.26,0.7058000000000001,785.0331080000001,784.2331080000001,0.8,0.0
33884,BASELINE,WHATSAPP,253.15,0.6135,155.30752500000003,154.50752500000002,0.8,0.0
36627,BASELINE,DO_NOTHING,812.46,0.22000000000000003,178.74120000000002,178.74120000000002,0.0,0.0
7616,BASELINE,PAYMENT_LINK,1373.8,0.48724,669.370312,668.870312,0.5,0.0
27555,BASELINE,RETRY_LATER,1865.19,0.6895800000000001,1286.1977202000003,1285.8977202000003,0.3,0.0
48060,BASELINE,PAYMENT_LINK,10614.2,0.44823999999999997,4757.709008,4757.209008,0.5,0.0
32032,BASELINE,PAYMENT_LINK,1830.09,0.5756,1053.399804,1052.899804,0.5,0.0
23803,BASELINE,RETRY_LATER,1541.68,0.6016000000000001,927.4746880000002,927.1746880000003,0.3,0.0
28953,BASELINE,WHATSAPP,4271.42,0.6548250000000001,2797.0326015000005,2796.2326015000003,0.8,0.0
22027,BASELINE,RETRY_LATER,7409.05,0.68564,5079.941042,5079.641042,0.3,0.0
45213,BASELINE,PAYMENT_LINK,986.59,0.38912,383.9019008,383.4019008,0.5,0.0
32970,BASELINE,PAYMENT_LINK,606.0,0.44401999999999997,269.07612,268.57612,0.5,0.0
6027,BASELINE,DO_NOTHING,8999.32,0.10333999999999999,929.9897287999999,929.9897287999999,0.0,0.0
13454,BASELINE,PAYMENT_LINK,818.16,0.48257999999999995,394.82765279999995,394.32765279999995,0.5,0.0
36717,BASELINE,WHATSAPP,251.33,0.5871000000000001,147.555843,146.755843,0.8,0.0
42925,BASELINE,RETRY_LATER,6359.71,0.6370600000000002,4051.516852600001,4051.216852600001,0.3,0.0
41398,BASELINE,RETRY_LATER,5406.01,0.6401400000000002,3460.603241400001,3460.303241400001,0.3,0.0
26910,BASELINE,WHATSAPP,4873.32,0.6098100000000001,2971.7992692000003,2970.9992692,0.8,0.0
3870,BASELINE,RETRY_LATER,2247.59,0.77176,1734.6000584,1734.3000584000001,0.3,0.0
14854,BASELINE,PAYMENT_LINK,2539.74,0.55136,1400.3110463999997,1399.8110463999997,0.5,0.0
36132,BASELINE,DO_NOTHING,4193.71,0.01,41.9371,41.9371,0.0,0.0
7145,BASELINE,DO_NOTHING,4589.85,0.01,45.898500000000006,45.898500000000006,0.0,0.0
20941,BASELINE,RETRY_LATER,3177.22,0.6633600000000002,2107.6406592000003,2107.3406592,0.3,0.0
20733,BASELINE,WHATSAPP,852.0,0.5177250000000001,441.1017000000001,440.3017000000001,0.8,0.0
31867,BASELINE,RETRY_LATER,1346.36,0.34952,470.5797472,470.2797472,0.3,0.0
28168,BASELINE,RETRY_LATER,1322.77,0.9030800000000001,1194.5671316,1194.2671316,0.3,0.0
45908,BASELINE,WHATSAPP,3977.0,0.5650000000000001,2247.005,2246.205,0.8,0.0
7479,BASELINE,RETRY_LATER,431.07,0.65106,280.65243419999996,280.35243419999995,0.3,0.0
11134,BASELINE,RETRY_LATER,6183.28,0.76232,4713.638009599999,4713.338009599999,0.3,0.0
33063,BASELINE,RETRY_LATER,1173.31,0.5831400000000001,684.2039934000001,683.9039934000001,0.3,0.0
8112,BASELINE,WHATSAPP,2236.08,0.7684650000000001,1718.3492172,1717.5492172000002,0.8,0.0
43043,BASELINE,WHATSAPP,2317.14,0.49352500000000005,1143.5665185,1142.7665185,0.8,0.0
4816,BASELINE,RETRY_LATER,528.04,0.31192000000000003,164.7062368,164.4062368,0.3,0.0
13971,BASELINE,RETRY_LATER,2512.04,0.6167200000000002,1549.2253088000004,1548.9253088000005,0.3,0.0
9513,BASELINE,RETRY_LATER,1665.88,0.19874000000000003,331.07699120000007,330.77699120000005,0.3,0.0
21718,BASELINE,WHATSAPP,2698.05,0.6597250000000001,1779.9710362500005,1779.1710362500005,0.8,0.0
21378,BASELINE,PAYMENT_LINK,15637.82,0.5949399999999999,9303.564630799998,9303.064630799998,0.5,0.0
37468,BASELINE,DO_NOTHING,1181.86,0.01,11.8186,11.8186,0.0,0.0
24026,BASELINE,RETRY_LATER,583.55,0.82572,481.84890599999994,481.54890599999993,0.3,0.0
26696,BASELINE,WHATSAPP,2123.74,0.6458050000000001,1371.5219107,1370.7219107,0.8,0.0
20964,BASELINE,WHATSAPP,447.84,0.751715,336.6480456,335.8480456,0.8,0.0
38044,BASELINE,RETRY_LATER,4452.45,0.64046,2851.6161270000002,2851.316127,0.3,0.0
46388,BASELINE,RETRY_LATER,591.8,0.32052,189.683736,189.383736,0.3,0.0
217,BASELINE,WHATSAPP,988.53,0.62546,618.2859738,617.4859738,0.8,0.0
42556,BASELINE,DO_NOTHING,1062.72,0.42,446.3424,446.3424,0.0,0.0
33416,BASELINE,DO_NOTHING,1401.04,0.019999999999999997,28.020799999999994,28.020799999999994,0.0,0.0
21532,BASELINE,RETRY_LATER,1746.53,0.30264,528.5698392,528.2698392000001,0.3,0.0
25783,BASELINE,DO_NOTHING,1344.02,0.28666,385.27677320000004,385.27677320000004,0.0,0.0
38957,BASELINE,WHATSAPP,1241.57,0.7145250000000001,887.13280425,886.3328042500001,0.8,0.0
46307,BASELINE,RETRY_LATER,1861.12,0.8652600000000001,1610.3526912000002,1610.0526912000003,0.3,0.0
3126,BASELINE,RETRY_LATER,8538.34,0.34832,2974.0745888,2973.7745888,0.3,0.0
27754,BASELINE,PAYMENT_LINK,1221.86,0.65278,797.6057708,797.1057708,0.5,0.0
26243,BASELINE,RETRY_LATER,4940.97,0.39468000000000003,1950.1020396000004,1949.8020396000004,0.3,0.0
41856,BASELINE,DO_NOTHING,1552.34,0.42000000000000004,651.9828,651.9828,0.0,0.0
31198,BASELINE,RETRY_LATER,2488.37,0.6917600000000002,1721.3548312000003,1721.0548312000003,0.3,0.0
47542,BASELINE,RETRY_LATER,993.8,0.83264,827.477632,827.177632,0.3,0.0
6363,BASELINE,RETRY_LATER,1018.47,0.41504,422.70578880000005,422.40578880000004,0.3,0.0
32002,BASELINE,WHATSAPP,2992.27,0.70879,2120.8910533000003,2120.0910533,0.8,0.0
5124,BASELINE,RETRY_LATER,2719.55,0.29426,800.2547830000001,799.9547830000001,0.3,0.0
29570,BASELINE,DO_NOTHING,1571.75,0.10999999999999997,172.89249999999996,172.89249999999996,0.0,0.0
22971,BASELINE,DO_NOTHING,4853.19,0.10333999999999999,501.5286545999999,501.5286545999999,0.0,0.0
6727,BASELINE,RETRY_LATER,4023.08,0.15554,625.7498632,625.4498632000001,0.3,0.0
35148,BASELINE,PAYMENT_LINK,16428.75,0.5191999999999999,8529.806999999999,8529.306999999999,0.5,0.0
44757,BASELINE,PAYMENT_LINK,4753.02,0.63718,3028.5292836000003,3028.0292836000003,0.5,0.0
40167,BASELINE,RETRY_LATER,933.49,0.7276600000000002,679.2633334000002,678.9633334000002,0.3,0.0
13869,BASELINE,RETRY_LATER,505.5,0.6497600000000001,328.4536800000001,328.15368000000007,0.3,0.0
12287,BASELINE,RETRY_LATER,4224.35,0.7615000000000001,3216.8425250000005,3216.5425250000003,0.3,0.0
13649,BASELINE,PAYMENT_LINK,1217.51,0.35669999999999996,434.28581699999995,433.78581699999995,0.5,0.0
40644,BASELINE,RETRY_LATER,2983.65,0.6348000000000001,1894.0210200000006,1893.7210200000006,0.3,0.0
9341,BASELINE,RETRY_LATER,1605.47,0.6829600000000001,1096.4717912000003,1096.1717912000004,0.3,0.0
4810,BASELINE,RETRY_LATER,1819.75,0.26428,480.92353,480.62353,0.3,0.0
38850,BASELINE,PAYMENT_LINK,993.69,0.36532,363.01483079999997,362.51483079999997,0.5,0.0
48825,BASELINE,RETRY_LATER,6312.78,0.8406200000000001,5306.649123600001,5306.349123600001,0.3,0.0
42691,BASELINE,WHATSAPP,314.09,0.44355000000000006,139.31461950000002,138.5146195,0.8,0.0
32112,BASELINE,DO_NOTHING,3981.82,0.05999999999999997,238.90919999999988,238.90919999999988,0.0,0.0
28009,BASELINE,WHATSAPP,863.68,0.553625,478.15484,477.35483999999997,0.8,0.0
45471,BASELINE,RETRY_LATER,1857.34,0.6463400000000001,1200.4731356000002,1200.1731356000003,0.3,0.0
27891,BASELINE,RETRY_LATER,8904.76,0.35422,3154.2440871999997,3153.9440871999996,0.3,0.0
28763,BASELINE,WHATSAPP,520.12,0.6152750000000001,320.0168330000001,319.21683300000007,0.8,0.0
24184,BASELINE,RETRY_LATER,746.73,0.5703400000000001,425.88998820000006,425.58998820000005,0.3,0.0
33344,BASELINE,DO_NOTHING,2186.75,0.16999999999999998,371.74749999999995,371.74749999999995,0.0,0.0
39450,BASELINE,DO_NOTHING,6199.69,0.31,1921.9038999999998,1921.9038999999998,0.0,0.0
